Document ID,Docket ID,Title,Petition Date,Response Date,FDA Center,Petitioner,"Type of Document (Petition, Interim Response, Final Response)",Response Type,Mined_Response_Type,Document_Role,is_scanned
FDA-2007-P-0233-0004,FDA-2007-P-0233,"Regulus Pharmaceutical Consulting, Inc. - Citizen Petition",7/22/07,,CDER,"Regulus Pharmaceutical Consulting, Inc.",Petition,No response,No response,Other Document,True
FDA-2007-P-0234-0002,FDA-2007-P-0234,"Terence J. Mix, Esq. - Citizen Petition",11/29/07,,CDER,"Terence J. Mix, Esq.",Petition,Denied,Denied,Correspondence,False
FDA-2007-P-0234-0004,FDA-2007-P-0234,FDA/CDER Interim Response to Terence J. Mix,,5/28/08,CDER,"Terence J. Mix, Esq.",Interim Response,Denied,Denied,Initial Petition,True
FDA-2007-P-0234-0006,FDA-2007-P-0234,"FDA/CDER Response Letter to Terence J. Mix, Esq. - Petition Denial",,9/8/09,CDER,"Terence J. Mix, Esq.",Final Response,Denied,Denied,Correspondence,False
FDA-2007-P-0234-0008,FDA-2007-P-0234,"Terence J. Mix, Esq. - Petition for Reconsideration",10/5/09,,CDER,"Terence J. Mix, Esq.",Petition,Denied,Denied,Interim FDA Response,False
FDA-2007-P-0234-0014,FDA-2007-P-0234,"FDA/OC to Terence J. Mix, Esq. - Denial of Petition for Reconsideration",,3/8/12,CDER,"Terence J. Mix, Esq.",Final Response,Denied,Denied,Final FDA Response,False
FDA-2007-P-0235-0002,FDA-2007-P-0235,"Citizen Petition from Mutual Pharmaceutical Company, Inc.",12/20/07,,CDER,"Mutual Pharmaceutical Company, Inc.",Petition,Partially approved or denied,Partially approved or denied,Correspondence,False
FDA-2007-P-0235-0005,FDA-2007-P-0235,"Citizen Petition Partial Approval and Denial Response from FDA CDER to Mutual Pharmaceutical Company, Inc.",,4/17/08,CDER,"Mutual Pharmaceutical Company, Inc.",Final Response,Partially approved or denied,Partially approved or denied,Initial Petition,False
FDA-2007-P-0236-0004,FDA-2007-P-0236,Three-Laboratory Consortium - Citizen Petition,3/23/07,,CDER,Three-Laboratory Consortium,Petition,Response received,Response received,Correspondence,False
FDA-2007-P-0236-0003,FDA-2007-P-0236,FDA/CDER Interim Response to Foley & Lardner LLP ( Three-Laboratory Consortium) - Letter,,9/20/07,CDER,Three-Laboratory Consortium,Interim Response,Response received,Response received,Correspondence,False
FDA-2007-P-0241-0002,FDA-2007-P-0241,"B. Braun Medical, Inc. - CItizen Petition",7/31/07,,CDER,"B. Braun Medical, Inc.",Petition,Approved,Approved,Correspondence,False
FDA-2007-P-0241-0004,FDA-2007-P-0241,"FDA/CDER Response to B. Braun Medical, Inc. - Petition Approval",,4/9/09,CDER,"B. Braun Medical, Inc.",Final Response,Approved,Approved,Initial Petition,False
FDA-2007-P-0242-0003,FDA-2007-P-0242,"Lachman Consultant Services, Inc. - Citizen Petition",1/20/07,,CDER,"Lachman Consultant Services, Inc.",Petition,Approved,Approved,Correspondence,False
FDA-2007-P-0242-0007,FDA-2007-P-0242,"FDA Center for Drug and Evaluation and Research to Lachman Consultant Services, Inc. - Petition Approval",,6/12/08,CDER,"Lachman Consultant Services, Inc.",Final Response,Approved,Approved,Initial Petition,True
FDA-2007-P-0243-0002,FDA-2007-P-0243,Michael J. Dochniak - Citizen Petition,12/19/07,,CFSAN,Michael J. Dochniak,Petition,Denied,Denied,Correspondence,False
FDA-2007-P-0243-0006,FDA-2007-P-0243,Final Response Letter to Michael J. Dochniak,,7/14/20,CFSAN,Michael J. Dochniak,Final Response,Denied,Denied,Initial Petition,False
FDA-2007-P-0245-0004,FDA-2007-P-0245,"Kleinfeld, Kaplan and Becker, LLP - Citizen Petition with Exhibit 1",6/6/07,,CDER,Purdue Pharma L.P.,Petition,Denied,Denied,Other Document,True
FDA-2007-P-0245-0003,FDA-2007-P-0245,FDA/CDER Interim Response to Perdue Pharma L.P. - Letter,,12/6/07,CDER,Purdue Pharma L.P.,Interim Response,Denied,Denied,Other Document,False
FDA-2007-P-0245-0005,FDA-2007-P-0245,"FDA/CDER to Kleinfeld, Kaplan and Becker, LLP (Purdue Pharma L.P) - Petition Denial",,11/15/11,CDER,Purdue Pharma L.P.,Final Response,Denied,Denied,Interim FDA Response,False
FDA-2007-P-0246-0003,FDA-2007-P-0246,Sandoz Inc. - Citizen Petition,5/22/07,,CDER,Sandoz Inc.,Petition,Withdrawn,Withdrawn,Correspondence,True
FDA-2007-P-0246-0002,FDA-2007-P-0246,"FDA/CDER tp Sandoz, Inc.",,11/19/07,CDER,Sandoz Inc.,Interim Response,Withdrawn,Withdrawn,Interim FDA Response,False
FDA-2007-P-0247-0007,FDA-2007-P-0247,"Regulus Pharmaceutical Consulting, Inc. - Citizen Petition",2/20/07,,CDER,"Regulus Pharmaceutical Consulting, Inc.",Petition,Response received,Response received,Correspondence,False
FDA-2007-P-0247-0006,FDA-2007-P-0247,Elizabeth Sadove,,11/29/07,CDER,"Regulus Pharmaceutical Consulting, Inc.",Final Response,Response received,Response received,Correspondence,False
FDA-2007-P-0248-0002,FDA-2007-P-0248,Citizen Petition from Cornerstone Regulatory,8/10/07,,CDER,Cornerstone Regulatory,Petition,Response received,Response received,Correspondence,True
FDA-2007-P-0248-0004,FDA-2007-P-0248,Interim Response Letter from FDA CDER to Cornerstone Regulatory,,2/7/08,CDER,Cornerstone Regulatory,Interim Response,Response received,Response received,Initial Petition,False
FDA-2007-P-0248-0006,FDA-2007-P-0248,Final Response Letter from FDA CDER to Cornerstone Regulatory,,9/9/15,CDER,Cornerstone Regulatory,Final Response,Response received,Response received,Interim FDA Response,False
FDA-2007-P-0249-0003,FDA-2007-P-0249,"Cobalt Laboratories Inc., and Cobalt Pharmaceuticals Inc., - Petition for Stay of Action",10/24/07,,CDER,"Cobalt Laboratories Inc., and Cobalt Pharmaceuticals Inc., ",Petition,Response received,Response received,Other Document,False
FDA-2007-P-0249-0005,FDA-2007-P-0249,FDA/Center for Drug Evaluation and Research - Response Letter,,5/7/08,CDER,"Cobalt Laboratories Inc., and Cobalt Pharmaceuticals Inc., ",Final Response,Response received,Response received,Other Document,True
FDA-2007-P-0250-0002,FDA-2007-P-0250,"Sun Pharmaceuticals, Ltd. - Citizen Petition",9/13/07,,CDER,"Sun Pharmaceuticals, Ltd.",Petition,Partially approved or denied,Partially approved or denied,Correspondence,False
FDA-2007-P-0250-0003,FDA-2007-P-0250,FDA Response to Kendle International - Letter,,3/13/08,CDER,"Sun Pharmaceuticals, Ltd.",Interim Response,Partially approved or denied,Partially approved or denied,Initial Petition,False
FDA-2007-P-0250-0005,FDA-2007-P-0250,FDA to Kendle International - Petition Partial Approval and Denial,,4/15/09,CDER,"Sun Pharmaceuticals, Ltd.",Final Response,Partially approved or denied,Partially approved or denied,Interim FDA Response,False
FDA-2007-P-0286-0005,FDA-2007-P-0286,"Immunotec, Inc. - Tab 1- Citizen Petition",4/23/07,,CFSAN,"Immunotec, Inc.",Petition,Response received,Response received,Other Document,True
FDA-2007-P-0286-0003,FDA-2007-P-0286,Jillonne Kevala,,8/9/07,CFSAN,"Immunotec, Inc.",Final Response,Response received,Response received,Other Document,False
FDA-2007-P-0288-0003,FDA-2007-P-0288,Clinical and Laboratory Standards Institute - Citizen Petition,6/8/07,,CDRH,Clinical And Laboratory Standards Institute,Petition,Response received/No decision,Response received/No decision,Other Document,False
FDA-2007-P-0288-0002,FDA-2007-P-0288,FDA/CDRH to Clinical and Laboratory Standards Institute,,12/20/07,CDRH,Clinical And Laboratory Standards Institute,Interim Response,Response received/No decision,Response received/No decision,Interim FDA Response,False
FDA-2007-P-0289-0002,FDA-2007-P-0289,"Lachman Consultant Services, Inc. - Citizen Petition",10/16/07,,CDER,"Lachman Consultant Services, Inc.",Petition,Approved,Approved,Other Document,False
FDA-2007-P-0289-0006,FDA-2007-P-0289,2007-P-0289 Petition Approval Response Letter,,5/24/17,CDER,"Lachman Consultant Services, Inc.",Final Response,Approved,Approved,Initial Petition,False
FDA-2007-P-0290-0004,FDA-2007-P-0290,Dawn Densmore - Citizen Petition,7/13/07,,CFSAN,Dawn Densmore,Petition,No response,No response,Other Document,False
FDA-2007-P-0292-0002,FDA-2007-P-0292,Prolacta Bioscience - Citizen Petition,10/29/07,,CFSAN,Prolacta Bioscience,Petition,Denied,Denied,Correspondence,True
FDA-2007-P-0292-0003,FDA-2007-P-0292,FDA/CFSAN Response to Prolacta Bioscience - Petition Denial,,3/19/09,CFSAN,Prolacta Bioscience,Final Response,Denied,Denied,Initial Petition,False
FDA-2007-P-0293-0005,FDA-2007-P-0293,David K. Richardson - Citizen Petition,3/4/07,,CDER,David K. Richardson,Petition,Denied,Denied,Correspondence,False
FDA-2007-P-0293-0003,FDA-2007-P-0293,FDA/CDER Interim Response to David K. Richardson - Letter,,9/3/07,CDER,David K. Richardson,Interim Response,Denied,Denied,Interim FDA Response,False
FDA-2007-P-0293-0008,FDA-2007-P-0293,FDA/CDER Response to David K. Richardson - Petition Denial,,6/22/12,CDER,David K. Richardson,Final Response,Denied,Denied,Correspondence,False
FDA-2007-P-0294-0003,FDA-2007-P-0294,Takeda Pharmaceuticals North America - Citizen Petition,8/14/07,,CDER,Takeda Pharmaceuticals North America,Petition,Response received,Response received,Correspondence,False
FDA-2007-P-0294-0002,FDA-2007-P-0294,"FDA/CDER Interim Response to Arnold & Porter, LLP - Letter",,3/13/08,CDER,Takeda Pharmaceuticals North America,Interim Response,Response received,Response received,Interim FDA Response,False
FDA-2007-P-0295-0003,FDA-2007-P-0295,"Medicis Pharmaceutical Corporation (Arnold & Porter, LLP) - Petition for Stay",4/20/07,,CDER,"Medicis Pharmaceutical Corporation (Arnold & Porter, LLP)",Petition for stay,Withdrawn,Withdrawn,Other Document,False
FDA-2007-P-0295-0004,FDA-2007-P-0295,Medicis Pharmaceutical Corporation Arnold and Porter LLP Withdrawal,,,CDER,"Medicis Pharmaceutical Corporation (Arnold & Porter, LLP)",Withdrawal,Withdrawn,Withdrawn,Other Document,False
FDA-2007-P-0296-0003,FDA-2007-P-0296,"Sovereign Pharmaceuticals, Ltd - Citizen Petition",3/1/07,,CDER,"Sovereign Pharmaceuticals, Ltd",Petition,Withdrawn,Withdrawn,Correspondence,False
FDA-2007-P-0296-0012,FDA-2007-P-0296,Memorandum of Withdrawal from FDA CDER to DDM,,,CDER,"Sovereign Pharmaceuticals, Ltd",Withdrawal,Withdrawn,Withdrawn,Correspondence,True
FDA-2007-P-0297-0002,FDA-2007-P-0297,"Lachman Consultant Services, Inc. - Citizen Petition",6/19/07,,CDER,"Lachman Consultant Services, Inc.",Petition,Withdrawn,Withdrawn,Correspondence,False
FDA-2007-P-0297-0006,FDA-2007-P-0297,"Lachman Consultant Services, Inc. - Withdrawal of Citizen Petition",,,CDER,"Lachman Consultant Services, Inc.",Withdrawal,Withdrawn,Withdrawn,Initial Petition,False
FDA-2007-P-0299-0003,FDA-2007-P-0299,Citizen Petition from Clinical and Laboratory Standards Institute,7/3/07,,CDER,Clinical And Laboratory Standards Institute (CLSI),Petition,Withdrawn,Withdrawn,Correspondence,True
FDA-2007-P-0299-0002,FDA-2007-P-0299,Interim Response Letter from FDA CDER to Clinical and Laboratory Standards Institute,,12/26/07,CDER,Clinical And Laboratory Standards Institute (CLSI),Interim Response,Withdrawn,Withdrawn,Interim FDA Response,False
FDA-2007-P-0299-0004,FDA-2007-P-0299,Withdrawal Letter from Clinical and Laboratory Standards Institute (CLSI),,,CDER,Clinical And Laboratory Standards Institute (CLSI),Withdrawal,Withdrawn,Withdrawn,Initial Petition,False
FDA-2007-P-0300-0002,FDA-2007-P-0300,AAIPharma - Citizen Petition,8/20/07,,CDER,AAIPharma,Petition,Response received,Response received,Correspondence,False
FDA-2007-P-0300-0003,FDA-2007-P-0300,FDA Response to AAIPharma - Letter,,2/19/08,CDER,AAIPharma,Interim Response,Response received,Response received,Initial Petition,False
FDA-2007-P-0300-0005,FDA-2007-P-0300,FDA Center for Drug Evaluation and Research Response to AAIPharma - Letter,,7/17/08,CDER,AAIPharma,Final Response,Response received,Response received,Interim FDA Response,True
FDA-2007-P-0301-0004,FDA-2007-P-0301,Jennifer McGinn - Citizen Petition,3/12/07,,CFSAN,Jennifer Mcginn,Petition,Denied,Denied,Correspondence,False
FDA-2007-P-0301-0003,FDA-2007-P-0301,Barbara O. Schneeman,,11/15/07,CFSAN,Jennifer Mcginn,Interim Response,Denied,Denied,Correspondence,True
FDA-2007-P-0301-0005,FDA-2007-P-0301,Letter from FDA CFSAN to Jennifer McGinn,,3/19/14,CFSAN,Jennifer Mcginn,Final Repsonse,Denied,Denied,Interim FDA Response,True
FDA-2007-P-0339-0002,FDA-2007-P-0339,"Anil K. Mandal, M.D. - Citizen Petition",8/16/07,,CDER,"Anil K. Mandal, M.D.",Petition,Denied,Denied,Correspondence,False
FDA-2007-P-0339-0003,FDA-2007-P-0339,"Interim Response to Anil K. Mandal, M.D.",,2/13/08,CDER,"Anil K. Mandal, M.D.",Interim Response,Denied,Denied,Initial Petition,False
FDA-2007-P-0339-0004,FDA-2007-P-0339,"FDA/CDER to Anil K. Mandal, M.D. - Peititon Denial",,12/14/10,CDER,"Anil K. Mandal, M.D.",Final Repsonse,Denied,Denied,Interim FDA Response,False
FDA-2007-P-0343-0002,FDA-2007-P-0343,"Lachman Consultant Services, Inc. - Citizen Petition",6/8/07,,CDER,"Lachman Consultant Services, Inc.",Petition,Withdrawn,Withdrawn,Correspondence,False
FDA-2007-P-0343-0006,FDA-2007-P-0343,"Lachman Consultant Services, Inc. - Withdrawal of Citizen Petition",,,CDER,"Lachman Consultant Services, Inc.",Withdrawal,Withdrawn,Withdrawn,Initial Petition,False
FDA-2007-P-0344-0004,FDA-2007-P-0344,Arbor Hill - Citizen Petition,1/22/07,,CFSAN,Arbor Hill,Petition,Response received/No decision,Response received/No decision,Other Document,False
FDA-2007-P-0344-0003,FDA-2007-P-0344,FDA,,9/4/07,CFSAN,Arbor Hill,Interim Response,Response received/No decision,Response received/No decision,Other Document,False
FDA-2007-P-0345-0003,FDA-2007-P-0345,HellerEhrman LLP - Citizen Petition,9/20/07,,CDER,Hellerehrman Llp,Petition,Partially approved or denied,Partially approved or denied,Correspondence,False
FDA-2007-P-0345-0004,FDA-2007-P-0345,FDA/CDER Interim Response to HellerEhrman LLP - Letter,,3/17/08,CDER,Hellerehrman Llp,Interim Response,Partially approved or denied,Partially approved or denied,Initial Petition,False
FDA-2007-P-0345-0005,FDA-2007-P-0345,FDA/CDER to Cooley Godward Kronish LLP - Responce to Ctitizen Petition,,12/11/08,CDER,Hellerehrman Llp,Final Response,Partially approved or denied,Partially approved or denied,Interim FDA Response,False
FDA-2007-P-0346-0003,FDA-2007-P-0346,"Richard Sauerheber, Palomar College - Citizen Petition -",10/1/07,,CDER,"Richard Sauerheber, Palomar College",Petition,Denied,Denied,Correspondence,True
FDA-2007-P-0346-0011,FDA-2007-P-0346,FDA/CDER Interim Response to Palomar College - Letter,,,CDER,"Richard Sauerheber, Palomar College",Interim Response,Denied,Denied,Other Document,True
FDA-2007-P-0346-0023,FDA-2007-P-0346,FDA/CDER to Richard Sauerheber (Palomar College) - Petition Denial,,10/27/2010,CDER,"Richard Sauerheber, Palomar College",Final Response,Denied,Denied,Initial Petition,False
FDA-2007-P-0347-0002,FDA-2007-P-0347,Epidemiology and Community Health vcu School of Medicine - Citizen Petition,10/31/07,,CDER,Epidemiology And Community Health Vcu School Of Medicine,Petition,Response received,Response received,Correspondence,True
FDA-2007-P-0347-0003,FDA-2007-P-0347,Center for Drug Evaluation and Research to Virginia Commonwealth University School of Medicine - Letter,,5/5/08,CDER,Epidemiology And Community Health Vcu School Of Medicine,Interim Response,Response received,Response received,Initial Petition,False
FDA-2007-P-0347-0005,FDA-2007-P-0347,FDA/CDER to Virginia Commonwealth University School of Medicine - Letter,,6/9/11,CDER,Epidemiology And Community Health Vcu School Of Medicine,Final Response,Response received,Response received,Interim FDA Response,False
FDA-2007-P-0348-0002,FDA-2007-P-0348,King and Spalding LLP - Citizen Petition,10/30/07,,CDER,King And Spalding Llp,Petition,Approved,Approved,Other Document,False
FDA-2007-P-0348-0007,FDA-2007-P-0348,FDA/CDER  to King and Spalding LLP - Petition Approval,,9/2/10,CDER,King And Spalding Llp,Final Response,Approved,Approved,Initial Petition,False
FDA-2007-P-0349-0006,FDA-2007-P-0349,"Engel & Novitt, LLP - Citizen Petition",9/18/07,,CDER,"Engel & Novitt, Llp",Petition,Response received,Response received,Correspondence,True
FDA-2007-P-0349-0007,FDA-2007-P-0349,"FDA Response to Engel & Novitt, LLP - Letter",,3/19/08,CDER,"Engel & Novitt, Llp",Final Response,Response received,Response received,Correspondence,False
FDA-2007-P-0350-0004,FDA-2007-P-0350,Pfizer Inc - Citizen Petition,3/21/07,,CDER,Pfizer Inc,Petition,Denied,Denied,Correspondence,False
FDA-2007-P-0350-0003,FDA-2007-P-0350,"FDA/CDER/OGD to Pfizer, Inc. - PDN1",,5/22/07,CDER,Pfizer Inc,Final Response,Denied,Denied,Correspondence,False
FDA-2007-P-0351-0004,FDA-2007-P-0351,"Mylan Laboratories, Inc. - Citizen Petition",4/27/07,,CDER,"Mylan Laboratories, Inc.",Petition,Response received,Response received,Other Document,False
FDA-2007-P-0351-0003,FDA-2007-P-0351,Randall W. Lutter - Letter - PSA & Petition Closed,,10/25/07,CDER,"Mylan Laboratories, Inc.",Final Response,Response received,Response received,Other Document,False
FDA-2007-P-0352-0003,FDA-2007-P-0352,Sheppard Mullin Richter & Hampton LLP - Citizen Petition,5/23/07,,CDER,Sheppard Mullin Richter & Hampton Llp,Petition,Withdrawn,Withdrawn,Correspondence,False
FDA-2007-P-0352-0002,FDA-2007-P-0352,"FDA/CDER Interim Response to Sheppard, Mullin, Richter & Hampton, LLP - Letter",,11/19/07,CDER,Sheppard Mullin Richter & Hampton Llp,Interim Response,Withdrawn,Withdrawn,Interim FDA Response,False
FDA-2007-P-0352-0004,FDA-2007-P-0352,"Sheppard, Mullin, Richter & Hampton - Citizen Petition Withdrawal",,,CDER,Sheppard Mullin Richter & Hampton Llp,Withdrawal,Withdrawn,Withdrawn,Initial Petition,False
FDA-2007-P-0353-0002,FDA-2007-P-0353,"JRRapoza Associates, Inc. - Citizen Petition",1/23/07,,CDER,"Jrrapoza Associates, Inc.",Petition,Response received,Response received,Interim FDA Response,False
FDA-2007-P-0353-0001,FDA-2007-P-0353,"FDA/CDER Interim Response to JRRapoza Associates, Inc. - Letter",,7/25/07,CDER,"Jrrapoza Associates, Inc.",Interim Response,Response received,Response received,Initial Petition,True
FDA-2007-P-0353-0005,FDA-2007-P-0353,JRRapoza Withdrawal_ACK,,10/31/14,CDER,"Jrrapoza Associates, Inc.",Withdrawal,Response received,Response received,Other Document,False
FDA-2007-P-0401-0002,FDA-2007-P-0401,Public Citizen Health Research Group - Citizen Petition,6/22/07,,CDER,Public Citizen Health Research Group,Petition,Denied,Denied,Other Document,False
FDA-2007-P-0401-0003,FDA-2007-P-0401,FDA/CDER Interim Response to Public Citizen's Health Research Group - Letter,,12/10/07,CDER,Public Citizen Health Research Group,Interim Response,Denied,Denied,Initial Petition,True
FDA-2007-P-0401-0005,FDA-2007-P-0401,FDA/CDER to  Public Citizen's  Health Research Group- Petition Denial,,7/16/10,CDER,Public Citizen Health Research Group,Final Response,Denied,Denied,Interim FDA Response,False
FDA-2007-P-0402-0004,FDA-2007-P-0402,Mylan Pharmaceuticals Inc. - Petition for Stay,3/26/07,,CDER,Mylan Pharmaceuticals Inc.,Petition for stay,Response received,Response received,Correspondence,True
FDA-2007-P-0402-0003,FDA-2007-P-0402,Randall W. Lutter,,10/25/07,CDER,Mylan Pharmaceuticals Inc.,Final Response,Response received,Response received,Correspondence,True
FDA-2007-P-0403-0004,FDA-2007-P-0403,"Norbrook, Inc. - ANADA Suitability Petition",5/2/07,,CVM,Norbrook Inc.,Petition,Approved,Approved,Other Document,False
FDA-2007-P-0403-0003,FDA-2007-P-0403,FDA - Steven D. Vaughn - Final Response - Approval,,11/27/07,CVM,Norbrook Inc.,Final Response,Approved,Approved,Other Document,True
FDA-2007-P-0404-0003,FDA-2007-P-0404,Ellen M. Ashworth - Citizen Petition,1/23/07,,CFSAN,Ellen M. Ashworth,Petition,Response received,Response received,Correspondence,False
FDA-2007-P-0404-0005,FDA-2007-P-0404,FDA/CFSAN Interim Response to Ellen M Ashworth,,7/27/07,CFSAN,Ellen M. Ashworth,Interim Response,Response received,Response received,Initial Petition,False
FDA-2007-P-0404-0006,FDA-2007-P-0404,FDA/CFSAN Response to Ellen M Ashworth,,5/29/20,CFSAN,Ellen M. Ashworth,Final Response,Response received,Response received,Other Document,True
FDA-2007-P-0405-0002,FDA-2007-P-0405,"Matrix Laboratories, Inc. - Citizen Petition",11/5/07,,CDER,"Matrix Laboratories, Inc.",Petition,Withdrawn,Withdrawn,Other Document,True
FDA-2007-P-0405-0006,FDA-2007-P-0405,Withdrawal of Suitability Petition from Myland Pharmaceuticals Inc.,,,CDER,"Matrix Laboratories, Inc.",Withdrawal,Withdrawn,Withdrawn,Initial Petition,False
FDA-2007-P-0406-0002,FDA-2007-P-0406,"Sandoz, Inc. - Citizen Petition",5/24/07,,CDER,"Sandoz, Inc.",Petition,Withdrawn,Withdrawn,Correspondence,False
FDA-2007-P-0406-0006,FDA-2007-P-0406,"Sandoz, Inc. - Withdrawal Citizen Petition",,,CDER,"Sandoz, Inc.",Withdrawal,Withdrawn,Withdrawn,Initial Petition,False
